"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"46934",46934,0,0,71,0,0,NA,3,0,0,0,0
"47854",47854,0,0.569330148,73,5,0.41223598,2745,8,0,1,1,0
"116621",116621,0,0.332921323,46,0,0.147876186,8851,6,0,0,0,1
"2417",2417,0,0.017705623,33,0,0.319053619,7142,7,0,1,0,0
"4193",4193,0,0.476652335,35,0,0.381197257,7583,6,0,1,0,1
"27975",27975,0,0.9999999,57,0,0.433726813,2964,2,0,2,0,0
"12526",12526,0,0.004249788,46,0,3.544850498,300,4,0,1,0,0
"60100",60100,0,0.113835848,51,0,0.267951282,5500,12,0,1,0,0
"27669",27669,0,0.017653167,41,0,0.326697892,7685,6,0,2,0,2
"106884",106884,0,0.532354412,53,0,0.18983802,18952,13,0,2,0,1
"132722",132722,0,0,31,0,0.219289827,2083,3,0,0,0,0
"112375",112375,0,0.9999999,55,1,0.296968527,5178,9,0,1,0,0
"29084",29084,0,0.00979951,90,0,0.106004448,4046,3,0,0,0,0
"109595",109595,0,0,67,0,1318,NA,5,0,1,0,0
"15294",15294,0,0.182266514,57,0,10141,NA,15,0,7,0,0
"58394",58394,0,0.084688547,67,0,0.728930169,5813,13,0,2,0,0
"22578",22578,0,0.03079824,53,0,0.084143024,5145,5,0,0,0,0
"73193",73193,0,0,62,2,0.0009998,5000,6,0,0,0,1
"119714",119714,0,0.086266744,50,2,2576,NA,15,0,1,0,3
"111965",111965,0,0.02569132,68,0,21,NA,4,0,0,0,0
"95250",95250,0,0.05826922,68,0,96,0,6,0,0,0,1
"109633",109633,0,0.497831042,35,0,0.306010929,1829,7,0,0,0,0
"139516",139516,0,0.810027139,31,0,0.187661406,3484,7,0,0,0,0
"102103",102103,0,0.006174393,57,0,0.271840715,2460,13,0,1,0,0
"76003",76003,0,0.02666186,49,0,0.275116656,10500,16,0,2,0,0
"116362",116362,0,0.009441169,57,0,0.358840024,13551,16,0,3,0,1
"115236",115236,1,0.937151835,49,0,0.266933267,4000,1,3,0,0,7
"97452",97452,0,0.168990729,74,0,0.324279287,6000,10,0,1,0,1
"18456",18456,0,0.725478757,51,0,0.403028538,5150,14,0,1,0,3
"104531",104531,0,0.111808753,53,0,0.249089351,9333,4,0,2,0,0
"142968",142968,0,0.000749813,32,0,2224,NA,4,0,1,0,NA
"118389",118389,0,0.096932045,51,1,0.276679842,5312,5,0,1,0,1
"22596",22596,0,0.121993306,64,0,0.033973986,5150,5,0,0,0,1
"106743",106743,0,0.928136419,42,0,0.795943709,2415,9,0,0,0,0
"25270",25270,0,0.434624184,51,0,1132,NA,6,0,1,0,0
"90590",90590,0,0.474022496,30,0,0.018958483,4166,2,0,0,0,2
"27406",27406,1,0.9999999,39,1,0.440984999,3532,3,3,1,0,0
"45868",45868,0,0.308392568,65,1,0.193902639,6100,6,0,2,0,0
"38065",38065,0,0.003084516,45,0,0.247882987,10391,8,0,2,0,3
"46978",46978,0,0.223607106,53,3,0.610555778,2500,9,1,1,1,1
"15279",15279,0,0.111813099,69,0,761,NA,8,0,2,0,0
"39038",39038,0,0.9999999,52,0,0.576020455,10950,4,0,4,0,2
"90629",90629,0,0.859691225,45,1,0.334526339,8940,10,0,1,1,2
"140480",140480,0,0.047521547,51,0,0.273645546,9800,2,0,1,0,4
"83376",83376,0,0.033270711,66,1,3119,NA,14,0,2,0,0
"23637",23637,0,0.765614323,50,1,0.433713257,5000,10,1,1,0,0
"37640",37640,0,0.029397759,92,0,0.003333016,10500,8,0,0,0,0
"100391",100391,0,0.248232139,29,1,0.603798734,3000,3,0,1,0,1
"40041",40041,0,0.176102987,38,0,0.644701692,4491,4,0,2,0,3
"118415",118415,0,0.9999999,26,0,0.085118538,3500,2,0,0,0,0
"114221",114221,0,0.044647768,88,0,26,NA,2,0,0,0,NA
"85897",85897,0,0.076140579,64,0,0.414347715,7833,12,0,1,0,0
"25219",25219,0,0.024321622,75,0,0.466794381,3131,9,0,2,0,0
"118772",118772,0,0.001136312,77,0,0.263684079,4000,7,0,1,0,0
"36798",36798,0,0.062063626,65,0,0.324505048,7626,11,0,3,1,0
"144596",144596,0,0.237976202,32,0,71,NA,1,0,0,0,0
"101752",101752,0,0.014193243,44,0,2262,NA,9,0,2,0,NA
"80987",80987,0,0,27,0,0,3366,3,0,0,0,0
"34380",34380,0,0.527817404,57,0,0.012139605,1317,3,0,0,0,0
"41987",41987,0,0.00079984,52,0,10.6119403,200,5,0,2,0,7
"13870",13870,0,0.0439978,82,0,0.00456942,5689,4,0,0,0,0
"55261",55261,0,0,58,0,3401,NA,7,0,2,0,0
"132679",132679,0,0.044717464,75,0,3451,NA,14,0,2,0,2
"27363",27363,0,0.731003012,40,0,0.416867747,8702,12,0,1,0,2
"43421",43421,0,0.010868765,79,0,82,NA,4,0,0,0,0
"146764",146764,0,0.030768104,56,0,1617,NA,4,0,1,0,NA
"83102",83102,0,0.9999999,28,0,0.059104737,2300,2,0,0,0,0
"94652",94652,0,0.052184484,57,0,0.411948506,8000,13,0,2,0,2
"136500",136500,0,0.849114133,43,0,0.278439679,11330,15,0,0,0,0
"40814",40814,0,0.105132294,50,0,0.031743746,125000,7,0,1,0,0
"13458",13458,0,0.9999999,30,0,353,NA,4,0,0,0,0
"44994",44994,0,0.046879062,65,0,0.023989034,2917,12,0,0,0,0
"65951",65951,0,0.025506377,70,0,0.702025586,5627,9,0,1,0,0
"135039",135039,0,0.429974281,54,0,0.238990716,4200,5,0,0,0,0
"109920",109920,0,0.051006835,74,0,2392,NA,4,0,1,0,0
"52799",52799,0,0.04775271,43,0,3302,NA,15,0,2,0,2
"125486",125486,0,0.063055341,64,0,0.046492251,6000,5,0,0,0,0
"9649",9649,1,0.9999999,53,98,0,1900,0,98,0,98,0
"91361",91361,0,0,60,0,0,NA,2,0,0,0,0
"89143",89143,0,0.9999999,64,0,418,NA,1,0,0,0,0
"147152",147152,0,0.254180794,61,0,0.343024843,7325,7,0,2,0,0
"639",639,0,0.021319787,64,0,0.24496788,2334,13,0,1,0,0
"21937",21937,0,0.053240845,30,0,408,NA,10,0,0,0,0
"91153",91153,0,0.188161448,62,2,0.422858441,4400,6,0,0,0,2
"117222",117222,0,0.131943975,65,0,1684,NA,12,0,1,0,0
"117585",117585,0,0.623488774,56,0,1335,NA,3,0,1,0,0
"127337",127337,0,0.029069352,45,0,0.292227703,7500,13,0,1,0,2
"89291",89291,0,0.010474738,85,0,11,NA,3,0,0,0,0
"9506",9506,0,0.455773011,34,0,159,NA,5,0,0,0,0
"42801",42801,0,0.009011366,42,0,2627,NA,10,0,2,0,NA
"120984",120984,0,0.022846024,67,0,0.075768614,6862,7,0,1,0,0
"147894",147894,0,0,41,1,1529,NA,6,0,2,0,0
"62983",62983,0,0.834954126,50,0,0.544774822,5750,8,0,2,0,1
"9053",9053,0,0,67,0,0.248467075,3750,7,0,1,0,0
"54131",54131,0,0.00142849,41,0,4224,NA,6,0,2,0,0
"32172",32172,0,0.241726891,59,0,0.581437487,9933,27,0,2,0,0
"71676",71676,0,0.9999999,74,0,24,NA,0,0,0,0,0
"18166",18166,0,0.089372747,61,0,0.034884965,9344,14,0,0,0,0
"33282",33282,0,0.087739116,47,0,0.251041543,8400,5,0,1,0,0
"124483",124483,0,0.025070533,89,0,0.004415475,4755,9,0,0,0,0
"96951",96951,0,0.008376515,75,0,19,NA,8,0,0,0,0
"66141",66141,0,0.031600111,53,0,0.729454109,5000,13,0,3,0,2
"144539",144539,0,0.118479138,52,0,0.628918099,8900,14,0,2,0,2
"135370",135370,0,0.011763338,66,0,0.108736408,8000,16,0,0,0,1
"100748",100748,0,0.07911326,79,0,0.698673983,4373,18,0,3,0,0
"131887",131887,0,0.005332978,30,0,1695,NA,7,0,1,0,0
"14592",14592,0,0.142450142,62,1,0.184665227,8333,7,0,1,0,1
"87805",87805,0,0,44,0,348,NA,3,1,0,0,0
"102321",102321,0,0.009215782,64,0,29,NA,15,0,0,0,0
"67444",67444,1,0.193173959,49,1,0.105931547,6456,9,0,0,0,1
"48360",48360,0,0.073671388,54,0,3119,NA,14,0,1,0,0
"111780",111780,0,0,65,0,449,NA,2,0,0,0,0
"97188",97188,0,0.000496071,60,0,0.204382638,9491,15,0,1,0,1
"83776",83776,0,0.677701194,55,0,0.079017013,2644,5,0,0,0,2
"108379",108379,0,0.282750573,53,0,0.369735128,4605,17,0,0,0,3
"3572",3572,0,0,55,0,1178,NA,19,0,1,0,0
"144604",144604,0,0.003153725,73,0,2,NA,1,0,0,0,NA
"36893",36893,0,0.671661858,46,1,0.546055188,5145,15,0,1,0,2
"137033",137033,0,0.29360665,52,0,147,NA,5,0,0,0,5
"95247",95247,0,0.517291112,41,0,0.158148063,8725,5,0,0,0,4
"48012",48012,0,0.35125907,39,0,0.352138308,2197,7,0,0,0,0
"87473",87473,0,0.111813248,44,0,0.193352509,6257,9,0,0,0,2
"38634",38634,0,0.255230126,58,0,0.373290137,8333,9,0,2,0,0
"33573",33573,0,0.030040415,40,0,0.15929608,8750,6,0,2,0,0
"5241",5241,0,0.880201277,50,0,0.538402848,3931,10,0,0,0,1
"129685",129685,0,0.9999999,35,0,0.161495845,3609,4,0,0,0,1
"124807",124807,0,0,59,0,0,3281,4,0,0,0,0
"51292",51292,0,0.000406311,63,0,0.237618577,17182,7,0,1,0,1
"57453",57453,0,0.49188299,33,0,0.430101768,5600,4,0,1,0,0
"95652",95652,0,0.052394849,57,0,0.057485629,4000,22,0,0,0,2
"79610",79610,0,0.683217698,43,0,0.170753237,10195,5,0,0,0,0
"90653",90653,0,0.129568106,27,0,0.051623647,1200,1,1,0,0,1
"65470",65470,0,0.029376472,40,0,2217,0,8,0,1,0,2
"1266",1266,0,0.004195682,45,1,0.478190226,8000,12,0,2,0,1
"60353",60353,0,0.888223553,43,2,10.95150961,2185,5,2,0,0,4
"119666",119666,0,0.213385119,35,0,0.215254591,9583,7,0,1,0,1
"38581",38581,0,0.233740973,60,0,0.770857363,2600,15,0,2,0,0
"50157",50157,0,0.26932709,55,0,0.486025903,4400,16,0,1,0,0
"110487",110487,0,0.040134539,58,0,1933,NA,5,0,1,0,0
"135602",135602,0,0.041096928,56,0,0.183041345,14269,7,0,1,0,3
"126140",126140,0,0.9999999,42,0,536,NA,1,1,0,0,0
"91675",91675,0,0.13198743,22,0,399,NA,3,0,0,0,0
"130000",130000,0,0.318276513,37,0,0.618476305,5000,10,0,1,0,0
"134767",134767,0,0.104586193,73,0,0.024950005,10500,7,0,0,0,0
"91765",91765,1,0.160994461,43,1,0.763891559,5200,20,0,6,0,0
"5232",5232,0,0.011212594,49,0,0.095942824,13851,14,0,0,0,2
"99478",99478,0,0.139906729,22,0,0.014962594,400,2,0,0,0,0
"53668",53668,0,0.414149916,69,1,2.011785247,2290,10,0,2,0,0
"25120",25120,1,0.988429398,41,0,0.384559623,8276,8,0,2,0,3
"68904",68904,0,0.227852959,39,2,0.028055244,90000,21,0,2,0,3
"57089",57089,1,0.960914073,40,0,0.467029973,5504,7,0,1,0,0
"94447",94447,0,0.039623349,69,0,0.111852643,7491,12,0,1,0,0
"48804",48804,0,0.090238195,60,0,0.396412292,6800,11,0,1,0,1
"120798",120798,0,0.153909969,60,0,0.208741308,7046,13,0,1,0,0
"17539",17539,0,0.630360371,77,1,0.41027599,9166,12,0,2,0,0
"123805",123805,0,0,63,0,0.497512438,3416,6,0,1,0,0
"132598",132598,0,0.055794905,29,0,911,NA,6,0,1,0,0
"123956",123956,0,0.412621445,31,0,0.371222865,9166,11,0,1,0,0
"81401",81401,0,0.373126041,35,0,0.059077482,4400,2,0,0,0,0
"44550",44550,0,0.9999999,72,0,2014,NA,8,0,2,0,1
"66792",66792,0,0.48680032,51,0,0.52690167,5928,19,0,1,0,1
"95552",95552,0,0.215501131,42,0,0.3290589,4600,11,0,0,0,1
"70207",70207,0,0.086980237,52,0,0.413205538,8450,4,0,1,0,0
"42490",42490,0,0.03874175,43,0,0.419594402,3500,5,0,1,0,2
"4327",4327,0,0.694364058,34,1,0.731553689,3333,7,0,1,0,0
"112002",112002,0,0.058511932,64,0,0.021985343,3001,9,0,0,0,0
"115380",115380,0,0.045730285,53,0,0.555509182,9583,10,0,4,0,2
"81845",81845,0,0.9999999,30,0,0,1400,1,0,0,0,0
"143660",143660,0,0.002259507,44,0,0.225248373,11675,10,0,1,0,2
"20315",20315,0,0.071181679,71,0,0.288684336,6300,11,0,1,0,0
"52442",52442,0,0.632339165,45,0,0.440096535,5800,7,0,0,0,0
"54051",54051,0,0.271984296,45,0,0.428057194,10000,8,0,2,0,3
"128699",128699,0,0.143275738,51,0,0.147905453,8545,5,0,1,0,2
"64207",64207,0,0.169815094,52,0,0.447650336,7000,14,0,1,0,2
"56183",56183,0,0.482109073,38,0,0.058996895,19000,8,0,0,0,0
"125350",125350,0,0.490392126,29,4,0.292019347,3307,9,0,0,0,2
"133893",133893,0,0.071139871,75,0,0.211385236,10416,8,0,1,0,0
"84249",84249,0,0.13679772,54,0,0.344868735,8379,18,0,1,0,1
"80028",80028,0,0.070753983,61,0,0.055861351,13443,6,0,1,0,1
"64752",64752,0,0.21771157,89,0,317,NA,3,0,0,0,0
"135752",135752,0,0.464034133,47,0,0.685910438,6408,11,0,2,0,2
"51507",51507,0,0.382322087,39,0,0.337624983,7300,6,0,1,0,2
"77072",77072,0,0.9999999,40,0,14,NA,0,2,0,0,2
"17092",17092,0,0.9999999,50,0,608,NA,2,0,0,0,0
"130025",130025,0,0.461455463,52,0,0.090488689,8000,9,0,0,0,8
"39417",39417,0,2.197674419,39,1,0.866832526,7636,14,0,2,0,3
"32362",32362,0,0.090650568,54,0,0.208448118,9800,4,0,1,0,2
"82717",82717,0,0.029678813,53,0,69,NA,2,0,0,0,0
"128383",128383,0,0,90,0,1,NA,1,0,0,0,0
"107555",107555,0,0.318600562,47,0,0.244371445,12480,6,0,1,0,1
"29838",29838,0,0.001236871,45,0,0.148970206,5000,11,0,1,0,3
"133193",133193,0,0,38,0,0.197725284,8000,4,0,0,0,2
"115972",115972,0,0.302263012,28,0,0.247240158,4800,9,0,0,0,0
"124315",124315,1,0.860840581,43,4,0.37139368,6550,10,1,0,4,0
"86386",86386,0,0.044157328,64,0,0.865737593,2941,8,0,2,0,0
"144403",144403,0,0.783804506,52,0,0.805872412,4733,14,0,2,0,3
"90915",90915,0,0.656884849,55,0,6541,NA,13,0,2,0,0
"102280",102280,0,0.9999999,48,0,0.376778162,2600,13,9,0,0,0
"6205",6205,0,0.052872172,48,0,994,NA,8,0,1,0,0
"70529",70529,0,0,64,0,0,2332,3,0,0,0,0
"57226",57226,0,0.17599581,55,0,0.224014918,12333,8,0,1,0,1
"88120",88120,0,0.274413831,70,0,0.027711164,11258,4,0,0,0,0
"1066",1066,0,0.987743331,50,0,0.4474,9999,13,0,2,0,0
"72103",72103,0,0.04018482,64,2,2433,NA,19,0,1,0,0
"128106",128106,0,0.077228811,32,0,0.440429136,7083,13,0,2,0,0
"46099",46099,1,0.013297085,42,0,0.003683241,3800,7,0,0,0,1
"3820",3820,0,0.967379078,43,0,0.264677419,6199,5,0,2,0,0
"84579",84579,0,0.010353868,92,0,28,NA,4,0,0,0,0
"93611",93611,0,0.093720922,68,0,0.095609942,10500,7,0,0,0,0
"137540",137540,0,0.457397733,48,0,2798,0,19,0,1,0,0
"12666",12666,0,0.022957377,34,0,0.338220593,3000,4,0,1,0,0
"80177",80177,0,0.018911617,67,0,0.196867015,9000,8,0,2,0,1
"78676",78676,0,0,57,0,1878,NA,5,0,1,0,0
"40447",40447,0,0.66067332,25,0,0.378405399,4000,10,0,0,0,0
"6070",6070,0,0.19803919,76,0,0.765429725,5200,10,0,3,0,0
"75302",75302,0,0.032502656,58,0,0.233035595,7500,16,0,3,0,0
"110346",110346,0,0.031924202,52,0,0.239092496,6875,4,0,1,0,2
"86889",86889,0,0.034698843,48,0,1732,NA,5,0,1,0,NA
"42487",42487,0,0.9999999,49,0,1284,NA,4,0,2,0,0
"42370",42370,0,0.131420312,78,0,2503,NA,9,0,1,0,0
"123248",123248,0,0.003599897,75,0,0.001998668,1500,3,0,0,0,0
"95439",95439,0,0.9999999,31,0,0,NA,0,0,0,0,0
"50339",50339,0,0.529855437,44,0,0.096546152,9901,5,0,0,0,7
"64149",64149,1,0.334430682,46,2,0.546132641,6166,14,0,1,0,0
"88978",88978,0,0.036879508,71,0,82,NA,12,0,0,0,0
"138052",138052,0,0.140306385,45,0,0.229462842,60000,17,0,5,0,5
"113164",113164,0,0.044459111,67,1,0.154615304,9500,7,0,1,0,0
"35183",35183,0,0.005762936,74,0,0.001777383,4500,8,0,0,0,0
"76758",76758,0,1.074403109,41,1,0.403654485,1805,3,0,0,0,1
"4803",4803,0,0.766719711,43,1,0.613590076,5400,9,0,1,0,0
"40751",40751,0,0.029255962,64,0,0.315384046,13500,6,0,2,0,0
"5197",5197,0,0.6508994,70,0,380,NA,2,0,0,0,NA
"103876",103876,0,0.003508736,65,0,0.091548567,9666,16,0,1,0,0
"18367",18367,1,0,29,0,0.325306679,2200,12,0,0,0,0
"114453",114453,0,0.008041771,77,0,0.004614675,2166,4,0,0,0,0
"17024",17024,0,0.737049204,47,0,0.353912077,6300,10,0,0,0,0
"22047",22047,0,0,24,0,0,2191,2,0,0,0,0
"137661",137661,0,0.000168913,73,0,418,NA,7,0,0,0,0
"78253",78253,0,0.013699658,64,0,0.00159984,10000,3,0,0,0,1
"90757",90757,0,0.005399784,59,0,0.515518148,1900,11,0,1,0,0
"44364",44364,0,0.978952907,49,0,0.521285476,9583,3,1,1,1,0
"59946",59946,0,0.908497741,57,0,0.465004666,7500,10,0,2,0,1
"51691",51691,0,0,67,0,4793,NA,14,0,3,0,0
"40642",40642,1,0.886787623,29,0,0.578736877,6000,10,0,1,0,4
"140952",140952,0,0.024954243,50,0,0.28261664,8208,6,0,2,0,1
"94647",94647,0,0.0299988,47,0,1503,NA,8,0,1,0,2
"38082",38082,0,0.024298958,69,0,0.069048254,3750,6,0,0,0,0
"41240",41240,0,0.9999999,72,0,0,1100,1,0,0,0,0
"37574",37574,0,0.035666597,69,1,0.282239254,3000,10,0,0,0,0
"97035",97035,0,0.040040495,47,0,3750,NA,12,0,3,0,2
"136819",136819,1,0.595822686,62,4,2941,NA,9,7,1,2,0
"41153",41153,0,0.9999999,41,1,0.040734824,5007,2,0,0,0,0
"112434",112434,0,0.25254949,75,0,495,NA,9,0,1,0,0
"85745",85745,0,0.072182249,38,0,0.360727854,5000,7,0,1,0,3
"126533",126533,0,0.034566491,69,0,0.331184928,6050,8,0,2,0,0
"146607",146607,0,0.582141786,57,0,0.11064989,7708,5,3,0,1,0
"42277",42277,0,0.254468191,56,0,0.064526485,6229,4,0,0,0,1
"125668",125668,0,0.018723793,57,0,0.146106737,8000,11,0,1,0,0
"4966",4966,0,1.178928247,40,2,0.096074128,4100,5,0,0,1,2
"129084",129084,0,0.542660074,44,0,0.331213696,16354,14,0,3,0,1
"32027",32027,0,0.105669964,61,0,665,NA,5,0,0,0,0
"105492",105492,0,0.9999999,32,0,0.397867378,3000,4,0,1,0,0
"38980",38980,0,0.046149419,47,0,0.340043986,11821,7,0,2,0,3
"136418",136418,0,0.312066844,66,1,0.501363388,5500,17,0,2,0,1
"149095",149095,0,0.76222673,33,1,0.158482799,3400,6,0,0,0,0
"127796",127796,0,0.060407024,55,0,0.334991491,22916,16,0,1,0,3
"97441",97441,0,0.220059995,53,0,0.307173207,4000,5,0,1,0,0
"136867",136867,0,0.018058407,75,0,38,NA,3,0,0,0,0
"68549",68549,0,0.35901226,33,0,0.697660468,5000,4,0,2,0,0
"136705",136705,0,0.677574559,41,0,0.590604027,8492,8,0,1,0,1
"61965",61965,0,0.190965755,56,0,0.336665834,4000,11,0,1,0,0
"56267",56267,0,0.9999999,72,0,0.344358578,3234,6,0,1,0,0
"40526",40526,0,0.00879824,50,0,0.37966538,3107,4,0,1,0,0
"84350",84350,0,0.032674912,66,0,0.003444034,4064,2,0,0,0,0
"109556",109556,0,0.179538558,49,0,0.302517055,4250,5,0,1,0,0
"91832",91832,0,0,50,0,0.260716224,7371,8,0,1,0,0
"131149",131149,0,0.118344396,53,3,0.407859551,8600,15,0,1,0,0
"98544",98544,0,0.798582199,48,1,1.538896132,2300,14,1,1,0,1
"118336",118336,0,0.717856429,44,1,0.469187382,4786,5,0,2,0,0
"107473",107473,0,0.030248488,44,0,1523,NA,4,0,1,0,0
"30242",30242,0,0.688553371,47,0,0.636752137,5381,15,0,2,0,3
"17078",17078,0,0.014985493,40,1,0.342665569,8500,10,0,2,0,0
"71818",71818,0,0.358412041,54,0,4076,NA,18,0,1,0,2
"41634",41634,0,0.572680069,53,0,0.332507228,9683,11,0,1,0,0
"97715",97715,0,0.029292682,39,0,3315,NA,6,0,3,0,0
"55495",55495,0,0.032137628,73,0,0.056617923,8000,17,0,1,0,1
"133169",133169,0,0.166208448,49,0,505,NA,4,0,1,0,0
"3945",3945,0,0.104647287,46,0,0.159337098,10800,8,0,1,0,6
"104125",104125,0,0.127671007,51,0,0.551238804,8596,25,0,4,0,1
"40298",40298,0,0.114346406,30,0,0.040228517,4200,9,0,0,0,0
"97217",97217,0,0,54,0,0.289296046,5184,6,0,2,0,0
"102624",102624,0,0,49,0,2678,NA,7,0,1,0,0
"146385",146385,0,0.927259093,45,1,0.229231135,4200,5,0,0,0,1
"97326",97326,0,0.159092045,59,0,932,NA,5,0,1,0,0
"33170",33170,0,0.000584257,39,0,0.292617897,6000,10,0,1,0,2
"25207",25207,0,0.050566653,68,0,0.14400562,12811,7,0,1,0,2
"79070",79070,0,0,42,0,0.304906792,9333,10,0,2,0,2
"9798",9798,0,0.00705226,73,0,0.261782348,2333,5,0,1,0,0
"38031",38031,0,0.733248245,50,0,0.2139765,3233,8,0,0,0,0
"134906",134906,0,0.033640937,37,0,0.312912146,4700,8,0,2,0,0
"143682",143682,0,0.9999999,33,0,0.351824088,2000,2,0,0,0,1
"7660",7660,1,0.95448799,49,2,6102,NA,8,2,2,0,0
"101038",101038,0,0.310518247,60,0,0.360493019,9167,23,0,1,0,0
"81298",81298,0,0.008199863,64,0,0.349213384,9025,13,0,2,0,0
"63997",63997,0,0.001673285,60,0,0.011235955,9166,6,0,1,0,0
"68141",68141,0,0.638426795,31,0,1.118970257,4000,7,0,2,0,0
"91843",91843,0,0.231083376,38,1,0.280992888,7170,5,0,1,0,3
"108328",108328,0,0.074797478,40,0,0.069474442,8333,10,0,0,0,0
"128856",128856,0,0.031843704,82,0,0.158661161,4600,5,0,1,0,1
"101397",101397,0,0.036171723,40,0,0.009865351,7500,4,0,0,0,3
"16545",16545,0,0.9999999,41,0,1642,NA,3,0,1,0,0
"10424",10424,0,0.9999999,30,0,0.008660893,1500,0,1,0,0,2
"25041",25041,0,0.031199406,75,0,48,NA,3,0,0,0,NA
"47963",47963,0,0.062102199,62,0,0.254765225,2150,10,0,0,0,0
"126014",126014,0,0.028676602,56,0,0.387747616,5451,11,0,1,0,4
"85098",85098,0,0.082424908,65,0,0.187743191,1027,4,0,0,0,0
"46527",46527,0,3.30295672,36,0,0.318831136,19950,17,0,2,0,1
"31071",31071,0,0.107315328,62,4,0.218445389,4000,8,1,1,0,0
"23869",23869,0,0.036055645,48,0,0.282028149,5541,8,0,1,0,0
"107789",107789,0,0.006069911,65,0,0.311125916,1500,14,0,0,0,0
"20527",20527,0,0.442751684,53,0,0.42327199,6900,8,0,1,0,2
"21233",21233,0,0.713801959,50,0,7483,NA,19,0,2,0,1
"47688",47688,0,0.156964345,39,0,0.129225247,6685,5,0,0,0,2
"102443",102443,0,0.298189556,49,0,0.136580201,17000,19,0,0,0,1
"16775",16775,0,0.001504648,71,0,0.353529234,3300,6,0,1,0,0
"102170",102170,0,0.04943162,68,0,115,0,10,0,0,0,0
"114050",114050,0,0.369115301,56,0,0.733754275,3800,7,0,2,0,2
"99036",99036,0,0.026599782,61,0,0.109657249,8635,4,0,0,0,0
"131684",131684,0,0.297961279,27,0,0.364727055,5000,22,0,0,0,0
"30904",30904,0,0.184338636,61,0,4347,NA,12,0,2,0,1
"88245",88245,0,0.004791467,67,1,0.821272299,2970,9,0,1,0,0
"4713",4713,0,0.002175161,34,0,0.247110278,3200,10,0,0,0,1
"126810",126810,0,0.040676107,45,0,6.812,249,8,0,2,0,0
"106866",106866,0,0.9999999,38,0,0.164964138,4600,3,2,0,0,0
"38693",38693,0,0,34,1,0.291569477,3000,8,0,0,0,0
"35736",35736,0,1.219195201,31,1,0.204718113,2500,3,0,0,0,2
"114288",114288,0,0.023984928,64,1,0.159742696,3730,13,0,0,0,1
"12158",12158,0,0.106851436,59,0,0.976374375,2200,13,0,2,0,0
"122099",122099,0,0.9999999,68,0,0,NA,0,0,0,0,0
"60848",60848,0,0.94101765,42,0,0.446924553,9900,6,0,0,0,1
"24751",24751,0,0.917706398,45,3,1149,NA,4,1,0,1,0
"67808",67808,0,0.028321514,43,0,0.263783207,7490,10,0,1,0,3
"149983",149983,0,0.021046019,37,0,0.250271641,2760,8,0,0,0,3
"103908",103908,0,1.024509614,53,0,0.484932648,7200,9,0,1,0,2
"36291",36291,0,0.230353929,47,1,0.010194903,3334,1,0,0,0,0
"67357",67357,1,0.591723714,33,0,0.639636364,5499,6,0,1,0,0
"144454",144454,0,0.34410215,47,0,0.317584787,5100,6,0,2,0,2
"72009",72009,1,0,52,1,0.45764639,5276,8,0,2,0,2
"101528",101528,0,0.038296107,60,0,1983,NA,10,0,1,0,NA
"63839",63839,1,0.9999999,27,1,0.166797797,2541,1,0,0,0,1
"31207",31207,0,0.122294172,43,0,0.417146319,3300,19,0,2,0,1
"13947",13947,0,0.217594135,75,0,19,NA,5,0,0,0,0
"27392",27392,0,0.016280131,47,0,2326,NA,8,0,2,0,0
"66927",66927,0,0,28,0,0.556668754,1596,7,0,1,0,0
"140556",140556,0,0.458957818,44,0,0.423955231,11078,13,0,3,0,7
"37691",37691,0,0.00516502,73,0,0.07084124,1580,15,0,0,0,0
"94616",94616,0,0.859347597,55,0,0.566358025,1943,15,1,1,1,0
"81308",81308,0,0.058914888,66,0,0.249494108,8400,13,0,1,0,1
"49334",49334,0,0.014510187,45,0,0.865016146,4644,8,0,2,0,1
"100945",100945,0,0.419373196,51,0,0.236705702,10417,8,0,2,0,3
"88686",88686,0,0.247551503,57,0,21,NA,3,0,0,0,0
"32573",32573,0,0.983972498,66,1,0.780327252,5316,11,0,1,0,0
"17540",17540,0,0.062912488,67,0,2104,NA,3,0,1,0,0
"55374",55374,0,0.014899851,48,1,0.516428056,9708,15,0,1,0,1
"28451",28451,0,0.034915913,66,0,840,NA,3,0,0,0,0
"115675",115675,0,0.918569381,65,0,1.227910818,2421,6,0,1,0,0
"146881",146881,0,0.061919261,61,0,1216,NA,15,0,1,0,NA
"55784",55784,0,0.464921175,40,0,1.940529735,2000,7,0,2,0,0
"98300",98300,0,0.028999237,73,0,0.007498296,4400,3,0,0,0,1
"89117",89117,0,0.9999999,55,0,0.271945225,5695,3,0,1,0,0
"124790",124790,0,0,47,0,0.327136076,7583,5,0,1,0,2
"125055",125055,0,0.347069343,62,0,0.193679092,3701,10,0,0,0,0
"109572",109572,0,0.002849711,78,0,0.12945573,10435,11,0,1,0,0
"134918",134918,0,0.159808651,58,0,0.337159254,23000,14,0,3,0,1
"64563",64563,0,0,37,0,1.348811375,4500,12,0,4,0,0
"19142",19142,0,0.210299106,63,0,2805,NA,7,0,2,0,0
